"","MyNumber","Collections","ID","sciname","Label","Station","Notes","Muscle","Otolith","Lat_dec.x","Long_dec.x","Year.x","Min.Depth","Max.Depth","Salinity","SST","Weight.x","Weight_SD","Sex","Year.y","Lat_dec.y","Long_dec.y","Min_Depth","Max_Depth","Temp","DIC","Suess","Depth_Mid","D18O_vals","Province","Phyto","Phyto_sd","d13C","d18O","d13C_musc","d13C_musc_SD","Genus","Species","FamCode","BodyShapeI","Compressed","AspectRatio","DepthOverTL","DemersPelag","AnaCat","DepthRangeShallow","DepthRangeDeep","LongevityWild","Length","LTypeMaxM","Weight.y","Family","Order","Neritic","Oceanic","Estuaries","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","UseTroph","UseTrophSe","Schooling","Shoaling","Temperature","mean_Temp","sd_Temp","mean_M","sd_M"
"78","BAS_165","BAS","54","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.9,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.24,3.6,-27.04843432,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.349696341283887,1.71475641949444,0.195977962460663,0.0107195598793152
"79","BAS_166","BAS","45","Krefftichthys anderssoni","KRA","JR16003/147/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.7,0,"M",2017,-53.96,-49.24,198.3,398.5,2.71,1.9,-0.1,298.4,-0.11608272,"SANT",-24,2,-4.04,3.64,-28.05511496,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",1.11902510981092,1.67788575856395,0.18414646507123,0.0102553725400672
"80","BAS_167","BAS","44","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,3.1,0,"F",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.31,3.78,-27.46195427,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",-0.200453111088319,1.69878693870866,0.195648523174641,0.0105523523481827
"81","BAS_168","BAS","32","Krefftichthys anderssoni","KRA","JR16003/147/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.6,0,"M",2017,-53.96,-49.24,198.3,398.5,2.71,1.9,-0.1,298.4,-0.11608272,"SANT",-24,2,-4.2,3.14,-27.83811742,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",2.80524559366661,1.69706174708213,0.190951779106329,0.0104815020178558
"82","BAS_169","BAS","24","Krefftichthys anderssoni","KRA","JR16003/146/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.4,0,"F",2017,-53.94,-49.17,699.1,991.1,2.46,1.9,-0.1,845.1,0.016341919,"SANT",-24,2,-3.8,3.25,-28.23746411,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",2.90410569464868,1.70322387277061,0.175261624095422,0.00986735340992044
"83","BAS_170","BAS","46","Krefftichthys anderssoni","KRA","JR16003/129/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.7,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-4.4,3.91,-26.8607071,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.31323365884525,1.70876589557199,0.202748653208547,0.0111124853752099
"84","BAS_172","BAS","31","Krefftichthys anderssoni","KRA","JR16003/147/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1,0,"M",2017,-53.96,-49.24,198.3,398.5,2.71,1.9,-0.1,298.4,-0.11608272,"SANT",-24,2,-3.95,3.65,-26.71879157,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",1.12965456496967,1.7190895430484,0.189476364534099,0.0105603119770145
"85","BAS_174","BAS","21","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.8,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.15,3.78,-27.13752887,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",-0.239611964010931,1.71709820881534,0.192279153691356,0.0106477324180476
"86","BAS_175","BAS","22","Krefftichthys anderssoni","KRA","JR16003/146/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1,0,"F",2017,-53.94,-49.17,699.1,991.1,2.46,1.9,-0.1,845.1,0.016341919,"SANT",-24,2,-3.65,3.45,-27.34853365,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",2.22784703931505,1.69747564797902,0.175150642736041,0.0105046705813933
"87","BAS_176","BAS","23","Krefftichthys anderssoni","KRA","JR16003/146/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.8,0,"F",2017,-53.94,-49.17,699.1,991.1,2.46,1.9,-0.1,845.1,0.016341919,"SANT",-24,2,-4.16,3.52,-26.92327795,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",1.95603834708249,1.68666216551481,0.195306117130202,0.0107623016250724
"88","BAS_177","BAS","28","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.1,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-3.65,3.49,-27.19018534,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.773907551841595,1.69828925959888,0.1750292270804,0.0103362157971077
"89","BAS_178","BAS","26","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.5,0,"F",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.46,3.84,-27.16714289,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",-0.415423012756188,1.71857723563683,0.202906893771193,0.0107313630382652
"90","BAS_221","BAS","27","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",NA,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.9,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-3.84,3.81,-27.15,0.84,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",-0.318434807480235,1.70001026619588,0.181903684568617,0.0118963528137048
"91","BAS_188","BAS","#26","Protomyctophum bolini","PRM","JR177/305/1","RAS",1,"Y",-52.83,-40.12,2008,NA,NA,NA,NA,1.8,0,"F",2008,-52.83,-40.12,200,401.2,NA,1.9,-0.1,300.6,-0.06824851,"SANT",-24,2,-3.13,3.85,-24.64322154,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.606679365033281,1.70900658942961,0.177188618926427,0.0103799753903917
"92","BAS_189","BAS","#126","Protomyctophum bolini","PRM","JR177/301/1","RAS",1,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.8,0,"M",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-1.62,3.41,-22.95231459,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",2.10206980428776,1.70421856273639,0.129231168096052,0.0103914111982516
"93","BAS_191","BAS","#30","Protomyctophum bolini","PRM","JR177/301/1","RAS",NA,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.6,0,"J",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-2.27,3.49,-25.03100231,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.7856477038734,1.71006061400967,0.142912294076193,0.00973861157143132
"94","BAS_192","BAS","#25","Protomyctophum bolini","PRM","JR177/328/1","RAS",1,"Y",-52.72,-39.08,2008,NA,NA,NA,NA,1.6,0,"M",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-3.07,3.99,-25.40420457,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.11806330626781,1.7094616663255,0.169908824232516,0.0100382498831737
"95","BAS_193","BAS","#26","Protomyctophum bolini","PRM","JR177/328/1","RAS",1,"Y",-52.72,-39.08,2008,NA,NA,NA,NA,2.2,0,"F",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-3.95,3.52,-26.03611603,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.79771463141602,1.71893761432296,0.197101260366203,0.010431042737912
"96","BAS_194","BAS","#34","Protomyctophum bolini","PRM","JR177/301/1","RAS",1,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.7,0,"J",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-1.95,3.55,-24.35105724,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.61392981642116,1.6847647977659,0.135013584673158,0.00966153570059248
"97","BAS_195","BAS","#33","Protomyctophum bolini","PRM","JR177/301/1","RAS",1,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.8,0,"M",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-1.76,3.48,-23.2210823,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.8282216477558,1.73497966525405,0.133269212821369,0.0101545021157866
"98","BAS_196","BAS","#27","Protomyctophum bolini","PRM","JR177/328/1","RAS",1,"Y",-52.72,-39.08,2008,NA,NA,NA,NA,1.6,0,"F",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-1.78,3.49,-25.16398061,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.86796900614202,1.71136943818105,0.124436864897767,0.00925938430492517
"99","BAS_200","BAS","64","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,0.6,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-2.85,3.26,-23.35602972,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.54695652698098,1.71328911583397,0.170176304268885,0.0116011722087435
"100","BAS_201","BAS","59","Protomyctophum bolini","PRM","JR16003/112/2","RAS",NA,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,2.3,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.37,3.32,-24.40491678,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.35477032638777,1.69229354683974,0.182683181684895,0.0116056477717354
"101","BAS_203","BAS","61","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.7,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.43,3.71,-25.38119302,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.0591452674523689,1.68915830268802,0.178653920648792,0.0108742738434843
"102","BAS_204","BAS","62","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,0.8,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.27,3.38,-23.63000741,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.1434619596351,1.73538941742882,0.184382699093184,0.0121007285315812
"103","BAS_205","BAS","63","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.33,3.65,-25.62139116,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.199253537632461,1.69855901833012,0.173433245944963,0.0109508696153629
"104","BAS_212","BAS","70","Protomyctophum bolini","PRM","JR16003/113/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.1,0,"M",2017,-55.29,-41.35,196.7,398,2.06,1.85,-0.09,297.35,-0.055642206,"ANTA",-29,1,-3.88,3.64,-25.6757361,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.37936843126954,1.72407372375383,0.192896348668602,0.0109112663223281
"105","BAS_213","BAS","74","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.7,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.72,3.52,-25.33865988,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.6402251108493,1.7178865977727,0.189385093847116,0.0114667876976224
"106","BAS_214","BAS","77","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,0.5,0,"M",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.08,3.94,-25.4453396,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.19218757823282,1.72822285343124,0.165210530924952,0.0107357319360779
"107","BAS_215","BAS","78","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.9,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.4,3.67,-26.27259281,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",1.11301229641084,1.68584294509226,0.171657258526038,0.0105281548059041
"108","BAS_217","BAS","76","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.5,0,"M",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-4.02,3.71,-25.40799702,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.984552022939919,1.68886364174102,0.199917360879243,0.0114234727076135
"109","BAS_218","BAS","75","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.2,0,"M",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-2.97,3.83,-26.17492349,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.605595907235969,1.69113445584174,0.157213576037946,0.0104643219981816
"110","BAS_219","BAS","66","Protomyctophum bolini","PRM","JR16003/113/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,2.1,0,"F",2017,-55.29,-41.35,196.7,398,2.06,1.85,-0.09,297.35,-0.055642206,"ANTA",-29,1,-3.9,3.8,-25.89251505,0,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.842402837028404,1.70676413331705,0.191891283755196,0.0112851967914391
