"MR","sd_MR","min_MR","max_MR"
-0.755506507702717,0.511130776268255,-2.71805504421339,1.23277883125027
-0.910380690141731,0.464336432490886,-2.5630192391217,0.77878206935901
-0.807634171871685,0.586529283041291,-3.091875468808,1.38889024473916
-0.893790002696208,0.593338911198756,-3.20284600366608,1.30728860104798
-0.811850119254992,0.58634164381858,-3.09470433312049,1.38333464472754
-1.03664570623233,0.573886111023952,-3.20699577305291,1.12426762271021
-0.852719858803371,0.595775733140771,-3.1728798535797,1.37833161944089
-0.954997562566919,0.508625284508852,-2.89861287642536,1.08371349210236
-0.856905244210948,0.58108276191869,-3.09982212167518,1.29980669910542
-0.270968084261536,0.497158189179365,-1.99484735149374,1.70282822898611
-0.371357057660541,0.497039994374115,-2.181534734786,1.68219507931693
-0.115934068894867,0.500316077501919,-2.22973377164037,1.86516656926748
-0.325276580477792,0.494995843678774,-2.03368423378178,1.63071950509296
-0.219893140746084,0.492181000534323,-2.17222769621878,1.65757009553406
-0.349238886654487,0.502631467490154,-2.20508898326516,1.73751318587376
-0.247344582458263,0.498204794218132,-1.98649855267207,1.72654300829122
-0.193059689149541,0.500134701154258,-1.94547616758928,1.79583580202321
-0.177206238473903,0.499069822440459,-2.04502432747282,1.86897032341261
-0.216552108761972,0.499353430580011,-1.99899756153731,1.80604507019637
-0.282525374099579,0.489878159666339,-2.30256010209325,1.54549507723081
-0.405557481218954,0.495712366658444,-2.15116335604824,1.6996322888875
-1.4907864457236,0.476667867345077,-3.20423662221029,0.215174836319884
-1.32481291810544,0.477860770515797,-2.95569635536587,0.432017016484424
-1.19252130296906,0.477256392075493,-3.13883586832967,0.538184516123601
-0.957029302800334,0.474597036333053,-2.80743165701776,0.761216812214168
-1.1825730270195,0.476939581718133,-2.78225538436094,0.586592471544245
-1.11762203323056,0.476904549762438,-2.78709139849806,0.728180149045223
-1.55078453057078,0.482971685635979,-3.30209080718659,0.17767180371027
-1.33264514336933,0.477073487418582,-3.03727978725216,0.349733343587089
-1.37687724812668,0.47999101968158,-3.12161392731184,0.345095209337939
-1.09012743634097,0.465694615296397,-2.71409674076879,0.569845564283173
-0.957216973990553,0.475509601913353,-2.58837658269848,0.769630774706584
-0.999075531874215,0.477756114591467,-2.72994334945898,0.754637286110382
-1.21640688723969,0.469770937430366,-2.84930491405642,0.409327378044935
-1.28089186381665,0.477742794295893,-3.01779130241498,0.403573646420274
-1.22531072075755,0.468690163447255,-2.84016638319565,0.410986887764588
-1.16617419338503,0.475154759129705,-2.91448056781292,0.499929706974944
-1.24455334301179,0.477534851001128,-2.87361700926153,0.510332025313153
-1.23116264791249,0.4761184167534,-2.92729774851739,0.442817808790714
-1.39741172991915,0.564623452451981,-3.4692346910108,0.720084849970463
-1.42161655968836,0.474577095872948,-3.10333272152488,0.238112840255849
-1.17775576760181,0.46984213786688,-2.81084735088176,0.448171179049802
-1.26527698907546,0.47953422310817,-3.00440553516149,0.421356463580156
-1.35834352041839,0.480557809932186,-3.11700848064547,0.317617981821169
-1.28059806249121,0.473913732611609,-3.0645964802224,0.404860575854507
-1.00748076267744,0.47738554896248,-3.02160633969527,0.753119896278623
-1.34442647041512,0.479543140554633,-3.0978488351763,0.326536091767691
-1.27769517701145,0.479409576283913,-3.03249698437345,0.394589962822165
-1.0773440401942,0.476906318979129,-3.07129594618726,0.665464279461937
-1.35618864758299,0.480023393418526,-3.09084603921052,0.340909729167611
-0.971760803030479,0.477993435663624,-2.74062290679738,0.713950141825893
-1.20534753672501,0.473482790814987,-2.9885321363087,0.464618370404683
-1.31841290577884,0.478185287306586,-3.0557514096335,0.366487766505421
-1.3355610310096,0.475048673917126,-3.06643147382584,0.343064266575486
-1.25049790290315,0.475828335516648,-2.98512759936995,0.431766149922502
-1.07710740267686,0.476690616581341,-2.7072493391007,0.725514306420202
-1.56975000387251,0.482952374289193,-3.32038743798564,0.158045617679573
-1.08061034580898,0.471044918894584,-2.72519039958198,0.542419317192004
-1.16375199183673,0.472784372490375,-2.82681893225717,0.477544667321755
-1.27884753867257,0.473654771453261,-2.95095065641499,0.371377541515967
-1.14166572549204,0.473863267393075,-2.93436877120482,0.552060814587321
