"","chi","df","p_value"
"Kruskal-Wallis chi-squared.699",40.9620751449891,5,9.54976745499844e-08
"Kruskal-Wallis chi-squared.700",46.1273547768804,5,8.55571849172615e-09
"Kruskal-Wallis chi-squared.701",45.7299830420928,5,1.03073780172254e-08
"Kruskal-Wallis chi-squared.702",49.9032007523756,5,1.45046245084365e-09
"Kruskal-Wallis chi-squared.703",45.5118376606504,5,1.14165865533864e-08
"Kruskal-Wallis chi-squared.704",43.0720450688995,5,3.57289364980988e-08
"Kruskal-Wallis chi-squared.705",56.8204454816961,5,5.50673947707684e-11
"Kruskal-Wallis chi-squared.706",49.1877880976951,5,2.03152134553621e-09
"Kruskal-Wallis chi-squared.707",47.4436508838205,5,4.61306674859546e-09
"Kruskal-Wallis chi-squared.708",49.2429673076377,5,1.97943256933199e-09
"Kruskal-Wallis chi-squared.709",45.5246651286729,5,1.13481881363337e-08
"Kruskal-Wallis chi-squared.710",54.0224604955454,5,2.07366697713487e-10
"Kruskal-Wallis chi-squared.711",46.4733269583385,5,7.27431183276395e-09
"Kruskal-Wallis chi-squared.712",40.606849858351,5,1.12648659991047e-07
"Kruskal-Wallis chi-squared.713",48.0624129881579,5,3.44923436421221e-09
"Kruskal-Wallis chi-squared.714",44.7890257514026,5,1.60145577981695e-08
"Kruskal-Wallis chi-squared.715",43.420650144279,5,3.0362377909869e-08
"Kruskal-Wallis chi-squared.716",40.2775370323031,5,1.31276282135092e-07
"Kruskal-Wallis chi-squared.717",51.2770453371541,5,7.58903975143066e-10
"Kruskal-Wallis chi-squared.718",50.5916178811242,5,1.04856660323693e-09
"Kruskal-Wallis chi-squared.719",57.5145076894431,5,3.96112315934285e-11
"Kruskal-Wallis chi-squared.720",46.5699514195936,5,6.95194551229852e-09
"Kruskal-Wallis chi-squared.721",47.3284858650795,5,4.86944659548145e-09
"Kruskal-Wallis chi-squared.722",47.647577186355,5,4.1916677819493e-09
"Kruskal-Wallis chi-squared.723",47.3317790338411,5,4.86192167793461e-09
"Kruskal-Wallis chi-squared.724",51.0856097114525,5,8.30640670552864e-10
"Kruskal-Wallis chi-squared.725",55.373795194348,5,1.09349804265785e-10
"Kruskal-Wallis chi-squared.726",52.2988391407853,5,4.68461966758175e-10
"Kruskal-Wallis chi-squared.727",59.0495074106686,5,1.91019358297366e-11
"Kruskal-Wallis chi-squared.728",42.2115765067763,5,5.33732817401136e-08
"Kruskal-Wallis chi-squared.729",52.2360810508011,5,4.8255766726414e-10
"Kruskal-Wallis chi-squared.730",35.1960821133002,5,1.37497665147623e-06
"Kruskal-Wallis chi-squared.731",42.8095682255949,5,4.0384540251947e-08
"Kruskal-Wallis chi-squared.732",54.6535298115169,5,1.53814303238888e-10
"Kruskal-Wallis chi-squared.733",47.0565320553888,5,5.5326746658659e-09
"Kruskal-Wallis chi-squared.734",55.0636846207983,5,1.26656981666173e-10
"Kruskal-Wallis chi-squared.735",50.4447993822777,5,1.1237181504862e-09
"Kruskal-Wallis chi-squared.736",43.5639358860664,5,2.8396941374465e-08
"Kruskal-Wallis chi-squared.737",42.4016201533996,5,4.88481241721277e-08
"Kruskal-Wallis chi-squared.738",46.6800231225062,5,6.60203815647034e-09
"Kruskal-Wallis chi-squared.739",60.0494859502897,5,1.187171153145e-11
"Kruskal-Wallis chi-squared.740",51.8851941270096,5,5.69531719305429e-10
"Kruskal-Wallis chi-squared.741",48.5316824621366,5,2.76627522886935e-09
"Kruskal-Wallis chi-squared.742",55.7319835912261,5,9.2276333821189e-11
"Kruskal-Wallis chi-squared.743",57.6798661145879,5,3.66199469307867e-11
"Kruskal-Wallis chi-squared.744",47.2977663848415,5,4.94020272615606e-09
"Kruskal-Wallis chi-squared.745",46.7124953581411,5,6.50220738093325e-09
"Kruskal-Wallis chi-squared.746",54.3022057377058,5,1.81650219578862e-10
"Kruskal-Wallis chi-squared.747",53.2630266603127,5,2.9700403588707e-10
"Kruskal-Wallis chi-squared.748",48.3556868951776,5,3.00497761778732e-09
"Kruskal-Wallis chi-squared.749",49.1058081883969,5,2.11144479132238e-09
"Kruskal-Wallis chi-squared.750",62.1571974849277,5,4.35090516844082e-12
"Kruskal-Wallis chi-squared.751",58.9200529881999,5,2.03144910822577e-11
"Kruskal-Wallis chi-squared.752",53.0381105293666,5,3.30329423023909e-10
"Kruskal-Wallis chi-squared.753",44.0745069635773,5,2.23694284368679e-08
"Kruskal-Wallis chi-squared.754",40.5198043528802,5,1.17299701565424e-07
"Kruskal-Wallis chi-squared.755",54.0753242463358,5,2.02243154782177e-10
"Kruskal-Wallis chi-squared.756",41.8596340269033,5,6.28848462941617e-08
"Kruskal-Wallis chi-squared.757",57.9471984737884,5,3.22535262317064e-11
"Kruskal-Wallis chi-squared.758",58.8223516682814,5,2.12802378469863e-11
"Kruskal-Wallis chi-squared.759",41.9897640831106,5,5.91856753270754e-08
"Kruskal-Wallis chi-squared.760",36.5389704698877,5,7.40907076898306e-07
"Kruskal-Wallis chi-squared.761",44.8442085906738,5,1.56062772904797e-08
"Kruskal-Wallis chi-squared.762",49.0158341302077,5,2.20277586751147e-09
"Kruskal-Wallis chi-squared.763",57.7278434738883,5,3.5795032558925e-11
"Kruskal-Wallis chi-squared.764",41.0397250546766,5,9.21099284580787e-08
"Kruskal-Wallis chi-squared.765",45.1823515736033,5,1.33215225130074e-08
"Kruskal-Wallis chi-squared.766",57.7484860965149,5,3.54458386205815e-11
"Kruskal-Wallis chi-squared.767",48.610311238611,5,2.66583621339787e-09
"Kruskal-Wallis chi-squared.768",53.372847255754,5,2.81973025179651e-10
"Kruskal-Wallis chi-squared.769",45.8821827309173,5,9.59777736815077e-09
"Kruskal-Wallis chi-squared.770",50.3274295200134,5,1.18764170922282e-09
"Kruskal-Wallis chi-squared.771",43.8441737175582,5,2.49120417822802e-08
"Kruskal-Wallis chi-squared.772",49.408852301047,5,1.83072508070734e-09
"Kruskal-Wallis chi-squared.773",54.880235937929,5,1.38155490176352e-10
"Kruskal-Wallis chi-squared.774",46.5340419992237,5,7.07005155545988e-09
"Kruskal-Wallis chi-squared.775",56.706726461173,5,5.81203676709197e-11
"Kruskal-Wallis chi-squared.776",34.9710434793586,5,1.52480466676563e-06
"Kruskal-Wallis chi-squared.777",47.6176671516291,5,4.2509840095284e-09
"Kruskal-Wallis chi-squared.778",42.9831964182207,5,3.72416695855745e-08
"Kruskal-Wallis chi-squared.779",45.1633242652713,5,1.34407363132707e-08
"Kruskal-Wallis chi-squared.780",48.7584134152615,5,2.48642621354438e-09
"Kruskal-Wallis chi-squared.781",49.6166193801948,5,1.66009374274415e-09
"Kruskal-Wallis chi-squared.782",40.6453140631756,5,1.10652400065225e-07
"Kruskal-Wallis chi-squared.783",43.3030518446984,5,3.20763323385248e-08
"Kruskal-Wallis chi-squared.784",50.8418047126571,5,9.31875989534799e-10
"Kruskal-Wallis chi-squared.785",56.9559747167282,5,5.16372555849067e-11
"Kruskal-Wallis chi-squared.786",49.0400788353326,5,2.17778460118292e-09
"Kruskal-Wallis chi-squared.787",50.6533720146141,5,1.01847465671101e-09
"Kruskal-Wallis chi-squared.788",50.115470145352,5,1.31241028890924e-09
"Kruskal-Wallis chi-squared.789",54.8199070786638,5,1.42160030839845e-10
"Kruskal-Wallis chi-squared.790",43.7010812769767,5,2.66346408607854e-08
"Kruskal-Wallis chi-squared.791",49.2218795399484,5,1.99918011368962e-09
"Kruskal-Wallis chi-squared.792",50.7626168617562,5,9.67335801609863e-10
"Kruskal-Wallis chi-squared.793",40.2429744610973,5,1.33401046635904e-07
"Kruskal-Wallis chi-squared.794",48.1600119504855,5,3.29455791585792e-09
"Kruskal-Wallis chi-squared.795",41.0074485398001,5,9.35033137905836e-08
"Kruskal-Wallis chi-squared.796",54.8938437642345,5,1.37267897395338e-10
"Kruskal-Wallis chi-squared.797",52.8831578631775,5,3.55434321050769e-10
"Kruskal-Wallis chi-squared.798",46.713637965514,5,6.4987221636011e-09
"Kruskal-Wallis chi-squared.799",47.8729482983708,5,3.77047682978886e-09
"Kruskal-Wallis chi-squared.800",55.3145643911301,5,1.12462399066812e-10
"Kruskal-Wallis chi-squared.801",52.5843694803959,5,4.09342253812335e-10
"Kruskal-Wallis chi-squared.802",52.5482377767889,5,4.16391064508479e-10
"Kruskal-Wallis chi-squared.803",45.015153762562,5,1.4406214179621e-08
"Kruskal-Wallis chi-squared.804",45.7143186487536,5,1.03833151908529e-08
"Kruskal-Wallis chi-squared.805",41.2392121095447,5,8.39455424537143e-08
"Kruskal-Wallis chi-squared.806",45.7898970533006,5,1.00220037670259e-08
"Kruskal-Wallis chi-squared.807",54.5269104208023,5,1.63318386803553e-10
"Kruskal-Wallis chi-squared.808",48.3537524629466,5,3.00771229886286e-09
"Kruskal-Wallis chi-squared.809",49.4101964150648,5,1.82956683940573e-09
"Kruskal-Wallis chi-squared.810",52.1890532080636,5,4.93396946625257e-10
"Kruskal-Wallis chi-squared.811",54.2442625046156,5,1.86701489379388e-10
"Kruskal-Wallis chi-squared.812",55.5501905134606,5,1.00580280450354e-10
"Kruskal-Wallis chi-squared.813",48.9659821963015,5,2.2550652360939e-09
"Kruskal-Wallis chi-squared.814",49.1328753015236,5,2.0847157776774e-09
"Kruskal-Wallis chi-squared.815",47.843453690291,5,3.82310195463858e-09
"Kruskal-Wallis chi-squared.816",53.1614420638151,5,3.11618587856976e-10
"Kruskal-Wallis chi-squared.817",50.2319678115358,5,1.24229867601271e-09
"Kruskal-Wallis chi-squared.818",43.7324195840684,5,2.62475006766169e-08
"Kruskal-Wallis chi-squared.819",44.2581336939518,5,2.05290845574797e-08
"Kruskal-Wallis chi-squared.820",50.5859022669104,5,1.05139619138939e-09
"Kruskal-Wallis chi-squared.821",53.7667525607807,5,2.3403829398321e-10
"Kruskal-Wallis chi-squared.822",51.1998908571422,5,7.87040858762477e-10
"Kruskal-Wallis chi-squared.823",50.1384961323979,5,1.29824646733884e-09
"Kruskal-Wallis chi-squared.824",57.3585038854857,5,4.26565026012088e-11
"Kruskal-Wallis chi-squared.825",47.3016037425218,5,4.93130841302174e-09
"Kruskal-Wallis chi-squared.826",48.0175348652257,5,3.52276830331904e-09
"Kruskal-Wallis chi-squared.827",53.332219129403,5,2.87443177596338e-10
"Kruskal-Wallis chi-squared.828",48.9756185375594,5,2.24486211671479e-09
"Kruskal-Wallis chi-squared.829",51.089860812612,5,8.28976474297992e-10
"Kruskal-Wallis chi-squared.830",40.2662638637729,5,1.31965579181882e-07
"Kruskal-Wallis chi-squared.831",44.56996840906,5,1.77430513476906e-08
"Kruskal-Wallis chi-squared.832",47.1468314907915,5,5.30302783102461e-09
"Kruskal-Wallis chi-squared.833",49.9680873121823,5,1.40679186705004e-09
"Kruskal-Wallis chi-squared.834",54.7296197936227,5,1.48370584115494e-10
"Kruskal-Wallis chi-squared.835",47.8588335232156,5,3.7955700638741e-09
"Kruskal-Wallis chi-squared.836",50.5480567311425,5,1.07032527654389e-09
"Kruskal-Wallis chi-squared.837",52.4955187783575,5,4.26893657321553e-10
"Kruskal-Wallis chi-squared.838",61.8725317145475,5,4.98308752745492e-12
"Kruskal-Wallis chi-squared.839",55.5643947594597,5,9.99054314460124e-11
"Kruskal-Wallis chi-squared.840",47.5501846223763,5,4.38790510941354e-09
"Kruskal-Wallis chi-squared.841",45.3941522571795,5,1.20636057926054e-08
"Kruskal-Wallis chi-squared.842",53.9182048708747,5,2.17853808786842e-10
"Kruskal-Wallis chi-squared.843",48.1756747132567,5,3.27038774755053e-09
"Kruskal-Wallis chi-squared.844",50.3741142070863,5,1.16179233889607e-09
"Kruskal-Wallis chi-squared.845",52.9630514344265,5,3.42261217926725e-10
"Kruskal-Wallis chi-squared.846",53.7203291853788,5,2.39235404973157e-10
"Kruskal-Wallis chi-squared.847",51.0664967194024,5,8.381641876524e-10
"Kruskal-Wallis chi-squared.848",52.0711058617341,5,5.21662818374015e-10
"Kruskal-Wallis chi-squared.849",51.2694468902964,5,7.6162985157376e-10
"Kruskal-Wallis chi-squared.850",47.4121654048174,5,4.68179172457306e-09
"Kruskal-Wallis chi-squared.851",49.4179506600644,5,1.82289915827974e-09
"Kruskal-Wallis chi-squared.852",51.4432042133877,5,7.0167018359487e-10
"Kruskal-Wallis chi-squared.853",44.4720264488648,5,1.85748740855899e-08
"Kruskal-Wallis chi-squared.854",55.3174426066365,5,1.12309124249897e-10
"Kruskal-Wallis chi-squared.855",47.319596849953,5,4.88981610141974e-09
"Kruskal-Wallis chi-squared.856",50.0338107215632,5,1.36389502102451e-09
"Kruskal-Wallis chi-squared.857",57.520473096154,5,3.94991937962049e-11
"Kruskal-Wallis chi-squared.858",41.0872416996199,5,9.00961815748426e-08
"Kruskal-Wallis chi-squared.859",45.0062021020651,5,1.44667094654947e-08
"Kruskal-Wallis chi-squared.860",60.9708899955712,5,7.65650577136341e-12
"Kruskal-Wallis chi-squared.861",41.3968431151634,5,7.80075394953157e-08
"Kruskal-Wallis chi-squared.862",51.7770669553298,5,5.99362835996878e-10
"Kruskal-Wallis chi-squared.863",59.2659687835647,5,1.72336746608316e-11
"Kruskal-Wallis chi-squared.864",52.1127017564899,5,5.11514633437161e-10
"Kruskal-Wallis chi-squared.865",56.817357396309,5,5.51481461070074e-11
"Kruskal-Wallis chi-squared.866",52.1278546774685,5,5.07866912841128e-10
"Kruskal-Wallis chi-squared.867",52.8017795282714,5,3.69372388626065e-10
"Kruskal-Wallis chi-squared.868",58.1997071815474,5,2.86076622727794e-11
"Kruskal-Wallis chi-squared.869",41.9384661509864,5,6.06172835369994e-08
"Kruskal-Wallis chi-squared.870",37.0326917311267,5,5.89977383245181e-07
"Kruskal-Wallis chi-squared.871",49.3684832246113,5,1.86585459448449e-09
"Kruskal-Wallis chi-squared.872",50.2392044826944,5,1.23806881458594e-09
"Kruskal-Wallis chi-squared.873",44.194626857664,5,2.11478281673973e-08
"Kruskal-Wallis chi-squared.874",52.3354574374414,5,4.60427926262413e-10
"Kruskal-Wallis chi-squared.875",52.7300160216456,5,3.8211545708072e-10
"Kruskal-Wallis chi-squared.876",49.6565234817571,5,1.62918574892285e-09
"Kruskal-Wallis chi-squared.877",47.803703230313,5,3.89518650930081e-09
"Kruskal-Wallis chi-squared.878",56.4789357440492,5,6.47532131974922e-11
"Kruskal-Wallis chi-squared.879",47.4323014993861,5,4.63772289560067e-09
"Kruskal-Wallis chi-squared.880",50.4100175785749,5,1.142295044098e-09
"Kruskal-Wallis chi-squared.881",42.0457652571196,5,5.76612509818092e-08
"Kruskal-Wallis chi-squared.882",54.7424174380306,5,1.47474076683751e-10
"Kruskal-Wallis chi-squared.883",51.5064504217911,5,6.81034686747298e-10
"Kruskal-Wallis chi-squared.884",45.8276954603936,5,9.84603421178953e-09
"Kruskal-Wallis chi-squared.885",62.331782400175,5,4.00348715170511e-12
"Kruskal-Wallis chi-squared.886",59.8704208653793,5,1.29275168796849e-11
"Kruskal-Wallis chi-squared.887",50.5336685465537,5,1.07761063183814e-09
"Kruskal-Wallis chi-squared.888",47.797588442534,5,3.90639488386066e-09
"Kruskal-Wallis chi-squared.889",42.3630430185917,5,4.97346583203993e-08
"Kruskal-Wallis chi-squared.890",44.136918531563,5,2.17261817028937e-08
"Kruskal-Wallis chi-squared.891",39.6032951149235,5,1.79529060892957e-07
"Kruskal-Wallis chi-squared.892",57.8456151396661,5,3.38478832494014e-11
"Kruskal-Wallis chi-squared.893",59.0612675404407,5,1.89954292791941e-11
"Kruskal-Wallis chi-squared.894",45.3765889359124,5,1.21632523947127e-08
"Kruskal-Wallis chi-squared.895",49.5519927118871,5,1.71139621762391e-09
"Kruskal-Wallis chi-squared.896",50.3077588737088,5,1.19870443215683e-09
"Kruskal-Wallis chi-squared.897",42.1249851407917,5,5.55713721896987e-08
"Kruskal-Wallis chi-squared.898",48.681027920584,5,2.57861464478423e-09
"Kruskal-Wallis chi-squared.899",38.0659267569897,5,3.65990668019024e-07
"Kruskal-Wallis chi-squared.900",47.997374259538,5,3.5563088945617e-09
"Kruskal-Wallis chi-squared.901",53.0484181386487,5,3.28723613426197e-10
"Kruskal-Wallis chi-squared.902",42.8352851232236,5,3.99028752702036e-08
"Kruskal-Wallis chi-squared.903",41.8446830859604,5,6.33243415988142e-08
"Kruskal-Wallis chi-squared.904",49.8285510352003,5,1.50237914065134e-09
"Kruskal-Wallis chi-squared.905",47.2775504450399,5,4.98732448815878e-09
"Kruskal-Wallis chi-squared.906",55.20268901702,5,1.18584713682549e-10
"Kruskal-Wallis chi-squared.907",43.4248842559718,5,3.03023997215133e-08
"Kruskal-Wallis chi-squared.908",43.1448141625876,5,3.45357091800973e-08
"Kruskal-Wallis chi-squared.909",45.6243154507363,5,1.08305640262087e-08
"Kruskal-Wallis chi-squared.910",46.9774769116831,5,5.74185135255201e-09
"Kruskal-Wallis chi-squared.911",42.0417409101095,5,5.77694819466049e-08
"Kruskal-Wallis chi-squared.912",48.6815180903629,5,2.57802011431868e-09
"Kruskal-Wallis chi-squared.913",43.1728482551345,5,3.40866932248664e-08
"Kruskal-Wallis chi-squared.914",54.0078016892685,5,2.08810224166973e-10
"Kruskal-Wallis chi-squared.915",52.9750452614115,5,3.40326143294728e-10
"Kruskal-Wallis chi-squared.916",49.0407291689679,5,2.17711815104249e-09
"Kruskal-Wallis chi-squared.917",46.5532597684173,5,7.00659762354469e-09
"Kruskal-Wallis chi-squared.918",69.4659446406386,5,1.32359674172186e-13
"Kruskal-Wallis chi-squared.919",49.8424871842616,5,1.49254819327297e-09
"Kruskal-Wallis chi-squared.920",50.0478362888693,5,1.35491101684918e-09
"Kruskal-Wallis chi-squared.921",49.3237689474631,5,1.90555065843761e-09
"Kruskal-Wallis chi-squared.922",42.7780130529598,5,4.09834768083141e-08
"Kruskal-Wallis chi-squared.923",42.2920764389237,5,5.14076135267801e-08
"Kruskal-Wallis chi-squared.924",51.3821727897125,5,7.22174213634159e-10
"Kruskal-Wallis chi-squared.925",46.7732532671849,5,6.319442334804e-09
"Kruskal-Wallis chi-squared.926",35.4718019038722,5,1.21123349014266e-06
"Kruskal-Wallis chi-squared.927",48.5744563633705,5,2.71117734610422e-09
"Kruskal-Wallis chi-squared.928",42.219428112465,5,5.31783082249264e-08
"Kruskal-Wallis chi-squared.929",44.6582043343653,5,1.70255098298954e-08
"Kruskal-Wallis chi-squared.930",53.1509102251341,5,3.13174220556854e-10
"Kruskal-Wallis chi-squared.931",50.4992450996172,5,1.0952420805463e-09
"Kruskal-Wallis chi-squared.932",44.8680837354524,5,1.54328643027005e-08
"Kruskal-Wallis chi-squared.933",45.09918229645,5,1.38505025986328e-08
"Kruskal-Wallis chi-squared.934",46.5979367002984,5,6.86126770115782e-09
"Kruskal-Wallis chi-squared.935",40.5547031892858,5,1.15412435478956e-07
"Kruskal-Wallis chi-squared.936",51.4766831932623,5,6.90670386403214e-10
"Kruskal-Wallis chi-squared.937",35.7651297774328,5,1.05829108389767e-06
"Kruskal-Wallis chi-squared.938",47.0646063651063,5,5.51174282255393e-09
"Kruskal-Wallis chi-squared.939",52.2059773992756,5,4.89468451708991e-10
"Kruskal-Wallis chi-squared.940",54.8463446873465,5,1.40391077780061e-10
"Kruskal-Wallis chi-squared.941",50.9547809831589,5,8.83519138891119e-10
"Kruskal-Wallis chi-squared.942",47.7969455779522,5,3.90757511821795e-09
"Kruskal-Wallis chi-squared.943",42.0678836489797,5,5.70699949508763e-08
"Kruskal-Wallis chi-squared.944",51.8093513600514,5,5.902962761734e-10
"Kruskal-Wallis chi-squared.945",48.9125739409986,5,2.31245912745938e-09
"Kruskal-Wallis chi-squared.946",52.8981408894905,5,3.52925908186518e-10
"Kruskal-Wallis chi-squared.947",50.9170529534846,5,8.99382710840933e-10
"Kruskal-Wallis chi-squared.948",45.2390755626249,5,1.29723431641801e-08
"Kruskal-Wallis chi-squared.949",49.8549733375833,5,1.4837946273755e-09
"Kruskal-Wallis chi-squared.950",45.8859973132448,5,9.58063284171123e-09
"Kruskal-Wallis chi-squared.951",56.7250750850262,5,5.76165776598326e-11
"Kruskal-Wallis chi-squared.952",42.6752217835468,5,4.29965839331482e-08
"Kruskal-Wallis chi-squared.953",57.7071231099876,5,3.61489946555975e-11
"Kruskal-Wallis chi-squared.954",56.5367249147633,5,6.30021884187011e-11
"Kruskal-Wallis chi-squared.955",46.0816885110179,5,8.74087464168971e-09
"Kruskal-Wallis chi-squared.956",48.6593861279691,5,2.60500088555224e-09
"Kruskal-Wallis chi-squared.957",48.5089141048339,5,2.79605757166889e-09
"Kruskal-Wallis chi-squared.958",44.1673076902847,5,2.14196828867949e-08
"Kruskal-Wallis chi-squared.959",46.3738941330059,5,7.62161362569204e-09
"Kruskal-Wallis chi-squared.960",49.2774194210116,5,1.94758777182648e-09
"Kruskal-Wallis chi-squared.961",54.0662805902446,5,2.03110619540147e-10
"Kruskal-Wallis chi-squared.962",53.2494704335943,5,2.98914050957652e-10
"Kruskal-Wallis chi-squared.963",43.5780470318929,5,2.82103775431055e-08
"Kruskal-Wallis chi-squared.964",52.8145637599425,5,3.67147199012011e-10
"Kruskal-Wallis chi-squared.965",46.8296930113856,5,6.15425948633417e-09
"Kruskal-Wallis chi-squared.966",49.0349949347194,5,2.18300150824247e-09
"Kruskal-Wallis chi-squared.967",50.4768890656214,5,1.1068465213048e-09
"Kruskal-Wallis chi-squared.968",49.0489136209234,5,2.16874824142702e-09
"Kruskal-Wallis chi-squared.969",54.5466558102398,5,1.61798615015587e-10
"Kruskal-Wallis chi-squared.970",51.0877862567313,5,8.29788193359854e-10
"Kruskal-Wallis chi-squared.971",47.6846162747517,5,4.11935625593472e-09
"Kruskal-Wallis chi-squared.972",64.0267961758447,5,1.78363084419908e-12
"Kruskal-Wallis chi-squared.973",52.7649055480339,5,3.75866241140858e-10
"Kruskal-Wallis chi-squared.974",55.3284261652512,5,1.11726125507155e-10
"Kruskal-Wallis chi-squared.975",48.2422747370314,5,3.16957236973569e-09
"Kruskal-Wallis chi-squared.976",54.0087372671049,5,2.08717794278994e-10
"Kruskal-Wallis chi-squared.977",40.3988178382035,5,1.24083645448491e-07
"Kruskal-Wallis chi-squared.978",52.5346273205349,5,4.19077571587667e-10
"Kruskal-Wallis chi-squared.979",53.3500710612053,5,2.85026680227759e-10
"Kruskal-Wallis chi-squared.980",49.6046847270482,5,1.66945093101144e-09
"Kruskal-Wallis chi-squared.981",48.3703309211447,5,2.98435583666662e-09
"Kruskal-Wallis chi-squared.982",57.285638325291,5,4.41578661587861e-11
"Kruskal-Wallis chi-squared.983",48.9666564098679,5,2.25434986505507e-09
"Kruskal-Wallis chi-squared.984",38.514163744794,5,2.97423578227981e-07
"Kruskal-Wallis chi-squared.985",50.5930360018893,5,1.04786572139453e-09
"Kruskal-Wallis chi-squared.986",56.7397944853138,5,5.72155860809554e-11
"Kruskal-Wallis chi-squared.987",53.7320009488853,5,2.37918009731825e-10
"Kruskal-Wallis chi-squared.988",43.8496968721498,5,2.48478256756037e-08
"Kruskal-Wallis chi-squared.989",52.4967969332698,5,4.2663592567362e-10
"Kruskal-Wallis chi-squared.990",48.9866963535239,5,2.23318961860715e-09
"Kruskal-Wallis chi-squared.991",47.4765460677538,5,4.54233914779661e-09
"Kruskal-Wallis chi-squared.992",59.2121381059532,5,1.76805080356319e-11
"Kruskal-Wallis chi-squared.993",43.8294425351019,5,2.50841270606031e-08
"Kruskal-Wallis chi-squared.994",36.916033164701,5,6.22615673922665e-07
"Kruskal-Wallis chi-squared.995",54.7627697143561,5,1.46059469412392e-10
"Kruskal-Wallis chi-squared.996",42.7392456676861,5,4.17314369376939e-08
"Kruskal-Wallis chi-squared.997",49.6481233214354,5,1.6356440902896e-09
"Kruskal-Wallis chi-squared.998",57.5407504715498,5,3.91207188903168e-11
"Kruskal-Wallis chi-squared.999",53.0447589862706,5,3.29292774514593e-10
"Kruskal-Wallis chi-squared.1000",51.9158037280044,5,5.61359173073976e-10
