"","a","b","sigma","WAIC"
"Number.453",0.221192892087372,-0.00865216180390559,0.0413435272491552,-375.634723061775
"Number.454",0.223250259237673,-0.00842500644096597,0.0414490235630363,-375.054877129839
"Number.455",0.220959448073325,-0.00718309819776276,0.0445162347053859,-359.831707944312
"Number.456",0.221194422977199,-0.00347206941033582,0.0492909101226936,-337.76226923464
"Number.457",0.219710102422595,-0.00678981290932251,0.0413864434077213,-375.284737425048
"Number.458",0.222924319876471,-0.00706374403397421,0.0439692550555622,-362.471836960975
"Number.459",0.218851141319519,-0.00819427902610847,0.0446382720902259,-359.189907503887
"Number.460",0.222997887510448,-0.00431547449434086,0.0433738606167704,-365.327240571032
"Number.461",0.219954203069994,-0.00612392712563652,0.042717462789439,-368.785987807222
"Number.462",0.216789114502112,-0.00753909766930084,0.0392116477221301,-387.434889086351
"Number.463",0.217341573492207,-0.00720249316137858,0.0412895182942186,-375.112219668531
"Number.464",0.217333705658431,-0.00569826160896875,0.042985357780291,-367.504024265796
"Number.465",0.224716761434942,-0.00646886385407161,0.0428719749936959,-367.448311707504
"Number.466",0.218207906659872,-0.00662579620671107,0.0461237112611214,-352.18431241685
"Number.467",0.216061656314926,-0.00644775314206621,0.0431756358553446,-366.49530558927
"Number.468",0.218498688863024,-0.00516604589458315,0.0407982402613283,-378.714494933921
"Number.469",0.221771068886802,-0.00787192630691171,0.0429741633348081,-367.56738966192
"Number.470",0.224536446188141,-0.00561355576253923,0.047168007725654,-347.379171169873
"Number.471",0.222216163153021,-0.00772530258703005,0.0440393518447527,-361.071883194111
"Number.472",0.223490371201023,-0.0101525488933714,0.0429618408402274,-367.578502243755
"Number.473",0.218796954530103,-0.00817167358136596,0.0385070112665646,-391.079670426609
"Number.474",0.220445211470039,-0.00366319824095337,0.0466619449575439,-349.423252042803
"Number.475",0.222011734463057,-0.00693452534478739,0.0461817096710832,-351.555175780655
"Number.476",0.218936274258109,-0.00675809378963388,0.0424816477809332,-369.440895688908
"Number.477",0.215637655723413,-0.00555438806132619,0.0419336739632092,-372.694192916619
"Number.478",0.218093490478342,-0.00671020513461516,0.0430253425724462,-366.661186201594
"Number.479",0.224086615766646,-0.00747894415785835,0.0424221137917335,-370.521590110987
"Number.480",0.219071365679501,-0.00701635805505777,0.0399203908597189,-382.985009272083
"Number.481",0.219594170031514,-0.00639500356417838,0.0416382344877161,-374.095796660825
"Number.482",0.219052026080343,-0.00664211846751586,0.0396025236628386,-385.103649721717
"Number.483",0.222562082479992,-0.00656426336202718,0.0410391397787335,-377.921817280341
"Number.484",0.221690034220668,-0.00558361593380486,0.045940190666425,-352.800352231019
"Number.485",0.217020211450929,-0.00978211627294033,0.0408815444454221,-378.471972674174
"Number.486",0.223870919794479,-0.00958944503896806,0.0438122982173959,-363.460397999677
"Number.487",0.22217014253126,-0.00716749360628529,0.0453103554067176,-355.816602970635
"Number.488",0.222943475861492,-0.00749289095040873,0.047561739644305,-345.114042879137
"Number.489",0.216621907181257,-0.00620361460679577,0.0379108857385505,-393.518724395375
"Number.490",0.222150142556706,-0.00764926511910511,0.0412767532460077,-376.153901286641
"Number.491",0.227245441735114,-0.00964745632753512,0.0463112658847893,-350.881071249201
"Number.492",0.225095223946296,-0.00988978050783218,0.045395112248524,-356.00628051481
"Number.493",0.21926924592814,-0.00782915639107116,0.0439572184576501,-361.914942796955
"Number.494",0.219473994798543,-0.00869382301617268,0.0426906299540661,-368.363700534042
"Number.495",0.21803095293789,-0.00770058100392759,0.0445871839474642,-358.949812987452
"Number.496",0.221201203524356,-0.00701501397065805,0.0443659640798663,-360.507087111434
"Number.497",0.222308169797621,-0.00991410715831889,0.0459756463063416,-352.853774378257
"Number.498",0.221957097256143,-0.00702354303678817,0.0442943365062875,-360.595881698405
"Number.499",0.219044862373747,-0.00844580703235713,0.0434105929624877,-364.834502740228
"Number.500",0.220002775046273,-0.00580826547662099,0.0390772380187022,-387.849274444445
"Number.501",0.218358811035387,-0.00434464559561744,0.0457194066676223,-353.073048267344
"Number.502",0.219391857798435,-0.00552210793416395,0.0405929817560984,-379.452088929971
"Number.503",0.222693706111297,-0.00683391626118066,0.0420468484378754,-371.248689351929
"Number.504",0.222198722431376,-0.00674155360498231,0.0403660088789279,-380.595245833577
"Number.505",0.223482525772405,-0.00599446314259114,0.0418460404915899,-372.946378265028
"Number.506",0.221601903231569,-0.00286142145542833,0.0479538756007839,-342.936260092031
"Number.507",0.223553187950044,-0.00728598469801346,0.0386232945050737,-390.349735016747
"Number.508",0.221307546393364,-0.00873313010538575,0.0455378971588387,-354.048531871394
"Number.509",0.216816800562734,-0.00548914809817121,0.0384283280406903,-391.402133921361
"Number.510",0.224461567593215,-0.00862722698203267,0.0426483679633767,-368.844255660742
"Number.511",0.220015302345766,-0.00536530203097834,0.0449967652409566,-357.875168635938
"Number.512",0.219656745375559,-0.00385705478790022,0.0460928957858222,-351.641658138683
"Number.513",0.217931595609669,-0.00546911976339644,0.0392296441159159,-386.542440272424
"Number.514",0.223060010853374,-0.00617351992608862,0.0474458985543639,-345.974338405813
"Number.515",0.220471885647077,-0.00683229675642759,0.0444519722006623,-359.977192140406
"Number.516",0.21848678783143,-0.00800290911453573,0.0409644301452181,-377.882665844857
"Number.517",0.218722856734236,-0.0105380755709376,0.0405618805777305,-380.066225081837
"Number.518",0.215915866781803,-0.00589926023224638,0.0366832747968089,-401.024499211184
"Number.519",0.223643916447257,-0.00843085655701961,0.0456229331343343,-354.058650898399
"Number.520",0.221645359339639,-0.00769626309285722,0.0414312774234912,-375.110598087776
"Number.521",0.217918524429234,-0.00757651943187914,0.0431286094417687,-366.269946462085
"Number.522",0.21808458541954,-0.00683761414586176,0.0458101733443919,-353.229861078272
"Number.523",0.221842832411187,-0.00809420974662541,0.0472144298910841,-346.658801608992
"Number.524",0.214514074749409,-0.00438846677233271,0.0412338679791926,-376.154372221375
"Number.525",0.219530622610872,-0.00380688191244562,0.0417500501675667,-372.862741777915
"Number.526",0.226892785605193,-0.00776621680580263,0.0466981261872938,-348.855764134684
"Number.527",0.222011597510126,-0.00706814897910161,0.0407719899664913,-378.934963938674
"Number.528",0.219176833310126,-0.00734104804353679,0.0397737367533047,-383.725530741363
"Number.529",0.218922743350411,-0.00888644467314994,0.0400467389808679,-381.722936957533
"Number.530",0.216865234767881,-0.00648143987756094,0.0433121336765239,-365.58903811779
"Number.531",0.223220157956185,-0.00654777333478704,0.0434551551832373,-365.307927783404
"Number.532",0.220405052184103,-0.00685178821096542,0.040890851456878,-377.675978495115
"Number.533",0.220636811560928,-0.00887441944007381,0.0430215012046592,-367.176486366246
"Number.534",0.218453420254594,-0.00697215817144402,0.039404219936462,-385.841107266446
"Number.535",0.221728253688105,-0.00671862389014918,0.0421399672976563,-371.712664915494
"Number.536",0.218296657338065,-0.00477646438294174,0.0419116400938026,-372.903352953051
"Number.537",0.222919121416068,-0.00690373977331616,0.0449481557156052,-357.425369168679
"Number.538",0.218294232602368,-0.00660396982791567,0.0450318043022355,-356.732899071079
"Number.539",0.22056106277817,-0.00825390430008418,0.0420158813046422,-371.847179631127
"Number.540",0.221953871452818,-0.00737877103434432,0.0404859810982558,-380.387249717819
"Number.541",0.219790117566493,-0.00778516176653306,0.0424353410650296,-370.331684518394
"Number.542",0.221116668128099,-0.00543590307989774,0.0423861004347612,-369.403084781904
"Number.543",0.222341004314225,-0.00823614385357796,0.0438710992571772,-362.507630974095
"Number.544",0.225096105431977,-0.0100792406599076,0.044633280407503,-358.52920610231
"Number.545",0.220833432894973,-0.00978604131702463,0.04336216545748,-365.305255107492
"Number.546",0.217170765463026,-0.00840270165612805,0.0399012044086577,-383.591446391192
"Number.547",0.222890630338778,-0.00856733207219568,0.041394624594985,-375.01071739909
"Number.548",0.220307987970549,-0.00538611947605843,0.0443586313815716,-360.174841567335
"Number.549",0.221229684919747,-0.00639585159449031,0.0473299777263488,-346.629990739792
"Number.550",0.219203917212912,-0.00503439230928636,0.0426393568003804,-369.07847896146
"Number.551",0.220829882457334,-0.00576561338264486,0.0451160134040437,-356.561506205574
"Number.552",0.21925547590901,-0.0045826224514221,0.0428345312493105,-367.381118657953
"Number.553",0.219463850367836,-0.00748801548908411,0.0454560428274193,-355.230372445743
"Number.554",0.221639909800252,-0.0050782121638179,0.0464737837074735,-350.276281988813
"Number.555",0.218986098745511,-0.00831114392316443,0.0404681850808548,-379.946813463996
"Number.556",0.222425518302768,-0.00615384914125561,0.043292953546509,-365.353662695147
"Number.557",0.219495044230699,-0.0048440682812447,0.0436336961616779,-363.873011269616
"Number.558",0.218312288947195,-0.00823476906200262,0.0413557252991334,-375.512470083699
"Number.559",0.217250309662858,-0.00511118381720785,0.0418873427646793,-372.516217117161
"Number.560",0.221745948385696,-0.00730224530001035,0.0419975358112443,-371.70771970699
"Number.561",0.221285440413205,-0.00679443450970674,0.0414610422576222,-375.107117846652
"Number.562",0.220147061311629,-0.00696629092756089,0.0418682461077487,-372.894323218221
"Number.563",0.219819952796388,-0.00772540020740694,0.0429255780180266,-367.778024548557
"Number.564",0.223996783873461,-0.00848110418987401,0.0422892406242834,-370.698982430046
"Number.565",0.227032327266098,-0.00990251764484915,0.0394739424452541,-385.841728988633
"Number.566",0.223458525300157,-0.00800905536684703,0.0427757611801183,-368.106311052004
"Number.567",0.218506456628138,-0.00662822105961598,0.0437606401710854,-363.165792948824
"Number.568",0.222722043528414,-0.0059136013183655,0.0400585562647306,-380.845408821761
"Number.569",0.216257047387807,-0.00544256572332936,0.0429650749742027,-367.389285129978
"Number.570",0.22298060486372,-0.0057305876535456,0.0451052088836845,-357.0206667182
"Number.571",0.217917701468844,-0.00656495354071798,0.0428993785731202,-367.550769270619
"Number.572",0.221247927060199,-0.00631051763635977,0.0405485285692304,-379.117864206066
"Number.573",0.224946820827036,-0.00829790925981545,0.045155783079986,-356.896670363919
"Number.574",0.212835191439714,-0.0072732947270246,0.0452931050189498,-354.99433529649
"Number.575",0.221646531582005,-0.00842876617256185,0.0417493676775723,-373.094520363514
"Number.576",0.218830789826659,-0.00578865260466978,0.0405584968018365,-380.111039355037
"Number.577",0.21725824610094,-0.00614998540846177,0.0408667441007409,-377.41968163741
"Number.578",0.224159417132303,-0.00696466715056748,0.0444233136860232,-360.095788403752
"Number.579",0.220806492904043,-0.00344523915775241,0.0431909102052679,-366.218960283543
"Number.580",0.218426130329263,-0.00587115037281099,0.0418902389376439,-373.233766921188
"Number.581",0.222984024962781,-0.00637804529486817,0.0428747151369005,-367.865251198285
"Number.582",0.21843293421953,-0.00415510266118589,0.042028236591445,-371.829820489998
"Number.583",0.217527072032631,-0.00660926713795541,0.0401034797431841,-382.066490468074
"Number.584",0.225043461744014,-0.0103952933998691,0.0426428519873673,-368.594115639821
"Number.585",0.216464523411505,-0.00816633849624946,0.0390638750596199,-387.701645782803
"Number.586",0.22564487603726,-0.00528461997507492,0.0432753195067472,-365.174577275727
"Number.587",0.223135974170665,-0.0109303040438549,0.0423624420137119,-370.015956029146
"Number.588",0.218052377488446,-0.00762385410919404,0.0470655827884139,-347.031851468758
"Number.589",0.220588699462105,-0.00682706320032054,0.0419068628935772,-372.65831758924
"Number.590",0.223964181489146,-0.00903565945151368,0.0412924521736088,-375.734017821381
"Number.591",0.221309656178549,-0.00716281074588027,0.0437814334741926,-363.119450986751
"Number.592",0.220955220690015,-0.00645077324479308,0.0450316495332971,-356.810723334572
"Number.593",0.223884003766637,-0.00649909687752352,0.0486691958937547,-340.282123981888
"Number.594",0.218562000911885,-0.00458247034783415,0.0406772585474586,-379.521024491323
"Number.595",0.218958270602455,-0.00635463941701206,0.0453896816615395,-355.974678028677
"Number.596",0.223229242109749,-0.00654224114970967,0.0440835601464688,-361.657446942111
"Number.597",0.221172652540685,-0.00859764059772745,0.0408251791158272,-378.50574537172
"Number.598",0.223057522402856,-0.0071661112004006,0.0458001521662579,-353.751241577765
"Number.599",0.222733097896753,-0.00786036830762464,0.0424775805485149,-369.856906707807
"Number.600",0.222916687410773,-0.00896572616560698,0.0389730939833353,-388.682773349662
"Number.601",0.217337692481427,-0.00635399519366309,0.0421308970271704,-371.461746335644
"Number.602",0.221526484432445,-0.00736112727542432,0.0436490488805151,-364.272225929554
"Number.603",0.216662006145392,-0.00376599706129229,0.0386260466189471,-390.299437921456
"Number.604",0.225162294820011,-0.00671766067363996,0.0440200435172915,-361.758628311646
"Number.605",0.224693148070794,-0.00623991813057717,0.0461727694589617,-351.449500587174
"Number.606",0.220910154337143,-0.004856100687147,0.044230592939356,-360.985143237857
"Number.607",0.220001476968367,-0.00509567406073182,0.0426600333096634,-369.019865235459
"Number.608",0.22663746434382,-0.00734067199228665,0.0421606562870022,-369.652655571108
"Number.609",0.22264006476402,-0.00708903766036864,0.0446489126561344,-358.500893309778
"Number.610",0.220401130916609,-0.00715201725875089,0.0403920367847999,-380.977063562805
"Number.611",0.224215669171046,-0.00656080595397429,0.0428509192940128,-367.920030475985
"Number.612",0.217486962869271,-0.00549164004117516,0.0415149977216831,-374.812232635899
"Number.613",0.213845403205247,-0.00426867311050628,0.0439731157185633,-362.285470878614
"Number.614",0.21915462774201,-0.00719271825533931,0.0396650030033645,-384.087699799006
"Number.615",0.217926057471486,-0.0054938360838824,0.0450358607916204,-357.225020006422
"Number.616",0.216012467950903,-0.00522828146724063,0.0426996565813577,-368.414923925521
"Number.617",0.218018729053279,-0.00606895544243849,0.0422082249150965,-371.040176599419
"Number.618",0.221054844647015,-0.00607044828724914,0.0423214065056737,-370.309097349875
"Number.619",0.220261885497924,-0.00459051082994568,0.0438103000539002,-362.896997068379
"Number.620",0.219469429141767,-0.00743290010751171,0.0446463996637994,-359.044882801663
"Number.621",0.222399789502788,-0.00690247720799594,0.042436949213612,-369.982301430895
"Number.622",0.217263918626317,-0.00918145174749289,0.0396816102139324,-384.768057361316
"Number.623",0.222197843325167,-0.00664702335437567,0.0451684312110793,-355.650928273117
"Number.624",0.219216849205454,-0.00878829035726193,0.0416591781148008,-374.234967939567
"Number.625",0.22494893501225,-0.00841167964332065,0.0422976754217548,-370.970091417485
"Number.626",0.222058936668081,-0.0068560125289615,0.0408696738202892,-377.713761404354
"Number.627",0.222673186039916,-0.00503247510737605,0.0440425751264875,-360.766706936301
"Number.628",0.222410894265948,-0.0082311769027366,0.0427808763088469,-368.123031588676
"Number.629",0.217445524413128,-0.00683319761862004,0.0445460054766241,-359.063140979768
"Number.630",0.223949252774532,-0.00832295036834826,0.0452238094141395,-356.24579440405
"Number.631",0.21545734609789,-0.00629790427789646,0.0405161871494195,-379.918156258233
"Number.632",0.216597607543885,-0.0043344335019419,0.0452241646919561,-356.291581509899
"Number.633",0.222511791895284,-0.00820304474847824,0.044515246821805,-360.019138527181
"Number.634",0.219293055522621,-0.00644219550179875,0.0463468235635339,-350.914509833633
"Number.635",0.221820674474779,-0.00506668163693405,0.0418118076984434,-372.727053302075
"Number.636",0.223766681195655,-0.00865626136975232,0.0458639924215661,-353.385877814507
"Number.637",0.222556351250021,-0.00755173717759042,0.0452696658687115,-356.201395775727
"Number.638",0.217957284144881,-0.00633845139500979,0.04052901301289,-378.956250999226
"Number.639",0.221991773429517,-0.00565857415987914,0.0432593736952145,-365.924999455181
"Number.640",0.216329565464408,-0.00579817923817038,0.038152620768688,-392.525361355374
"Number.641",0.224687839276043,-0.00868751054218095,0.0458172996004659,-353.840238257162
"Number.642",0.218040169722948,-0.0045389609469049,0.0410238359624801,-377.542133039343
"Number.643",0.225166018585192,-0.00753493492419623,0.0489205910558535,-337.917997597031
"Number.644",0.220646116460501,-0.00952571978419782,0.0454902660605442,-354.660406404641
"Number.645",0.220392200772177,-0.00615944003122976,0.043399599808198,-364.713952248656
"Number.646",0.221353909363082,-0.00724230460002351,0.0462025632742755,-350.306192436815
"Number.647",0.218676813116198,-0.00585025403227168,0.0472857652508454,-346.113510592196
"Number.648",0.219350057577718,-0.011678184599684,0.0406555869713738,-379.157904481773
"Number.649",0.215940020455965,-0.00576460789944754,0.0430180478802209,-367.088903137978
"Number.650",0.220050000163518,-0.00542148254239428,0.0471096501645168,-347.137388275053
"Number.651",0.220336091141599,-0.00503089510439788,0.0457250175570463,-352.749228955446
"Number.652",0.222781798017815,-0.00483150536716716,0.0431793405760757,-366.041812273961
"Number.653",0.220736478948517,-0.00789621789970239,0.0406089438031785,-379.531795267684
"Number.654",0.217650685547549,-0.00686278549367047,0.0448080447219716,-358.111619851173
"Number.655",0.226235593113688,-0.00715724940994378,0.0428716477212514,-367.748418484261
"Number.656",0.222519611920491,-0.00536918879734721,0.0485888381137167,-340.903512859441
"Number.657",0.218262405265301,-0.0081239210255546,0.0440807994291943,-361.685452760164
"Number.658",0.21923238193852,-0.00778586905863964,0.0392887222714022,-386.463100997076
"Number.659",0.219947112575475,-0.00809842975083686,0.0417993247492847,-373.141351754952
"Number.660",0.222506795098694,-0.00527075630658051,0.0422047153665294,-371.152125894349
"Number.661",0.225421326816618,-0.00928134701870276,0.0450429335228305,-355.976899584061
"Number.662",0.223017120574266,-0.00579419528355673,0.0434650676576868,-364.501607183335
"Number.663",0.218385600938214,-0.00894028196729981,0.0425451703089063,-369.416898562359
"Number.664",0.21998832484232,-0.00653918006010049,0.0423855043867883,-369.554021788118
"Number.665",0.221488703967875,-0.00684422066144794,0.0437249922603971,-363.352211079638
"Number.666",0.223658651372146,-0.00690240483271524,0.0406464815893468,-379.017366078966
"Number.667",0.219609426317089,-0.00496804815715022,0.0399003781552609,-383.553918950224
"Number.668",0.221961294407569,-0.00530167681130681,0.040465461470665,-380.661134732223
"Number.669",0.22076270608187,-0.00936801045947836,0.0383773986413103,-391.889023242468
"Number.670",0.224313521379023,-0.00909528271913077,0.04467667814595,-358.673313624196
"Number.671",0.227954366150467,-0.0076638271166306,0.0425316968905685,-369.366808251165
"Number.672",0.22241520403497,-0.00655371157750727,0.041830084588939,-372.74143966903
"Number.673",0.220133998851573,-0.00510263731078811,0.0402482187057856,-381.505247869709
"Number.674",0.224162108272209,-0.00828133128555922,0.042906802040038,-366.822164292651
"Number.675",0.222761248969093,-0.00643344012433044,0.045220915583782,-356.109364681694
"Number.676",0.221230460528076,-0.00583152264382627,0.0461129542388705,-352.052305488406
"Number.677",0.222021662820417,-0.00826631182016068,0.0440593246703988,-361.986006777345
"Number.678",0.221249455028727,-0.00630083266715179,0.0389042286087731,-389.167071439913
"Number.679",0.216331657536965,-0.00451127379539238,0.0393356242298382,-386.563021329746
"Number.680",0.219412944912765,-0.00708449153799841,0.0454884883619847,-354.86232720687
"Number.681",0.22001669599866,-0.00743488681704997,0.0442843979412261,-360.943792948192
"Number.682",0.221055164030476,-0.00722979025512569,0.0425188595852482,-369.251436450124
"Number.683",0.221205798990983,-0.00629413036325387,0.0418479325511027,-373.369053678938
"Number.684",0.221689547243393,-0.00541873112731846,0.0444682395687385,-359.641874617659
"Number.685",0.220564626997425,-0.00600930828477299,0.0458982462277967,-352.750923022376
"Number.686",0.221064638185765,-0.00671506915359698,0.0385966238827533,-389.999729432372
"Number.687",0.224824604387087,-0.00619800944245855,0.0466425800686719,-350.09553930002
"Number.688",0.219592784154303,-0.00499363883822039,0.0438123480970986,-362.899500596217
"Number.689",0.216166451985651,-0.00670906576148302,0.0397091536266899,-384.214370989091
"Number.690",0.221393829953246,-0.00443971566818657,0.0428645496467016,-367.26498954738
"Number.691",0.223534679557667,-0.00808654757301761,0.0435116927638287,-364.389739391385
"Number.692",0.218141457272144,-0.00406557972171697,0.041576628826782,-375.019040708979
"Number.693",0.216464882375901,-0.00530310361297387,0.0443435019458509,-360.599910422983
"Number.694",0.219627790602986,-0.00584836036550386,0.0435902021586454,-364.220438173452
"Number.695",0.221363943060038,-0.00759250423327207,0.040968942574385,-377.535528575654
"Number.696",0.216276173570849,-0.00649579683333104,0.0421729775193353,-371.251639408403
"Number.697",0.222772903914549,-0.00504715833037105,0.0430599734655825,-366.504609445262
"Number.698",0.223941174907632,-0.00651581975020814,0.0477883905986418,-344.50944054918
"Number.699",0.221105531950468,-0.00611074594090884,0.041138214025439,-376.831140918583
"Number.700",0.221353854380984,-0.00649401371368412,0.0425299790982565,-369.096475088859
"Number.701",0.220083942735606,-0.00954474057299222,0.0414664152630187,-374.794417820886
"Number.702",0.221747776994008,-0.00663891493999937,0.0426970479262163,-369.020700125662
"Number.703",0.218414135235127,-0.00514169722934753,0.0432515707001342,-365.712291797418
"Number.704",0.216078078143235,-0.0081159339363293,0.040410071071188,-380.620494273269
"Number.705",0.217146297276061,-0.00567639287024493,0.042178111393597,-370.776999056922
"Number.706",0.217613860914291,-0.00827011499477193,0.0411869017179209,-376.43390526645
"Number.707",0.218160957664342,-0.00260721877463779,0.0419664358202321,-372.251721308347
"Number.708",0.221759274555795,-0.00501828649332288,0.0472943984130999,-346.348781440707
"Number.709",0.221018664758284,-0.00899421235092316,0.0439687264655356,-362.366849261687
"Number.710",0.214071478448493,-0.00539960031318173,0.0411688451800046,-376.248440737465
"Number.711",0.220086870835906,-0.00571499910529261,0.0464051201116373,-350.426442566098
"Number.712",0.223975552153129,-0.00671367540887936,0.0443614012217064,-360.455163107872
"Number.713",0.226578860743853,-0.00684517579274443,0.0473495945534721,-346.491978160909
"Number.714",0.215967677799899,-0.00746619095021863,0.0436126693590268,-363.2170919161
"Number.715",0.213729555763184,-0.00820205125184465,0.0435975913373136,-364.221143810871
"Number.716",0.222375147795497,-0.00713932651658838,0.0440389623057278,-361.821271163691
"Number.717",0.220022618789638,-0.00563178440778444,0.0455365336704317,-355.045250505461
"Number.718",0.218454287814575,-0.00678530099390521,0.0434205056951857,-364.884586358785
"Number.719",0.218417960104894,-0.00691523023552319,0.0449273589472433,-357.35569315208
"Number.720",0.224300105629362,-0.00779565504284794,0.0445222312626392,-359.567417708691
"Number.721",0.220000787266915,-0.00481641372912456,0.0427910498706842,-367.81950691864
"Number.722",0.218314918392198,-0.0047295564558118,0.0442581230267124,-360.818090099425
"Number.723",0.21914286650704,-0.00526532586677971,0.0437733432705271,-362.932613936434
"Number.724",0.220754765566183,-0.00743496865657966,0.0447818568456543,-358.165254989563
"Number.725",0.220612141194584,-0.00645865809693125,0.0417182194889797,-374.07842442836
"Number.726",0.218510748105773,-0.00644157750534097,0.0428060469994932,-368.141330824719
"Number.727",0.221072242474705,-0.00592899248601488,0.0459656551519293,-352.371377052117
"Number.728",0.219406930356429,-0.00640842540491485,0.0406917427363794,-379.10891522219
"Number.729",0.222147771327054,-0.00665683134657863,0.046332664763954,-350.533558195532
"Number.730",0.226002894186524,-0.0086820275222871,0.0406567828556252,-379.167454830253
"Number.731",0.22144239435442,-0.0054897825423079,0.0443090723287448,-361.184554742098
"Number.732",0.220893861595592,-0.0111846402030857,0.0426266983848048,-369.335917733554
"Number.733",0.218686432157595,-0.00831278380708352,0.0407907101299738,-377.887255401388
"Number.734",0.216720273147923,-0.00729802746297849,0.0386724290506175,-390.425533768292
"Number.735",0.227857128109492,-0.00995847037490582,0.0476797173160853,-344.51326717946
"Number.736",0.22200484846485,-0.00801086930432807,0.0406358547568513,-378.754187154411
"Number.737",0.216451693761336,-0.00522827930983161,0.0429575665702571,-367.145521718781
"Number.738",0.220021796684612,-0.00464732228816885,0.0418537527337944,-373.418279277911
"Number.739",0.226967147139679,-0.0086979982209139,0.0482959808010942,-341.512541106032
"Number.740",0.220152090987033,-0.00663593784754368,0.0418384572808195,-372.529334606768
"Number.741",0.223746038511226,-0.00806040344167658,0.0450429564839245,-356.381620721524
"Number.742",0.223507729067919,-0.00479385185907407,0.0453561782089851,-355.73270619287
"Number.743",0.218327538339609,-0.00537175775767611,0.042386503521941,-369.956986301297
"Number.744",0.222826220823209,-0.00585395537338355,0.0455579419932582,-354.673039535762
"Number.745",0.220168019721355,-0.00572359585810457,0.0469846757794981,-347.769851946682
"Number.746",0.219964100155795,-0.00527093806368899,0.0456173276240052,-355.014517751948
"Number.747",0.221060857950935,-0.00938180918708163,0.041258139365097,-376.320587046753
"Number.748",0.219102714298994,-0.00450749920408733,0.044138226720089,-361.859593573678
"Number.749",0.221849374716636,-0.00664997306312499,0.0451953709381479,-356.448731012408
"Number.750",0.22168769939771,-0.00609587501668365,0.0469418088759755,-348.021547824625
"Number.751",0.21951866630048,-0.00858047860052273,0.0422583137192704,-370.99398792324
"Number.752",0.224876436142488,-0.00810344507321147,0.0447141296813924,-359.095256713825
"Number.753",0.219561910849277,-0.004555303992399,0.0435054155007146,-365.017523083976
"Number.754",0.22313077002702,-0.00874926715723012,0.0436694573598454,-362.921775322027
"Number.755",0.226921634728771,-0.00568635074507988,0.0456813953513537,-354.121422109077
"Number.756",0.222591556719426,-0.00790465255896364,0.0457928447132152,-352.977099759556
"Number.757",0.219257298106466,-0.00600802096303027,0.0432598146848286,-365.052750396219
"Number.758",0.224200454836265,-0.00572439173113928,0.0447607161998228,-358.753320855799
"Number.759",0.21715205011788,-0.00528784027972888,0.0456462985177083,-353.780163546395
"Number.760",0.221920251761883,-0.00448649141550764,0.041709894443748,-373.600198413734
"Number.761",0.222325149688959,-0.00801482914357901,0.045239939823183,-355.514954170386
"Number.762",0.222994512882095,-0.00656773464167233,0.0399203520449668,-383.480298879185
"Number.763",0.218278085910479,-0.00640743313362667,0.038955414756344,-388.145529997155
"Number.764",0.223118166972562,-0.00604770336639713,0.0494175004077001,-336.61924234483
"Number.765",0.223269688910407,-0.00800992802638765,0.0413770503121704,-375.758569449711
"Number.766",0.218333308441299,-0.00756462199173398,0.0433278541457339,-365.105603009972
"Number.767",0.213375565652385,-0.00582684630114624,0.0425524202925827,-369.110081630909
"Number.768",0.221757602427381,-0.00632634907815446,0.042588251970835,-369.235047011448
"Number.769",0.222385977470423,-0.00494168597286797,0.0452102998984825,-356.41320194412
"Number.770",0.219462284782924,-0.00473980832501783,0.044943307108815,-357.066311811844
"Number.771",0.218334396628868,-0.00455437315509771,0.0434019289018566,-365.341559037079
"Number.772",0.225352775587936,-0.00700952255692121,0.0449903185105493,-357.592418327863
"Number.773",0.21818541193016,-0.00661140301854496,0.040887705438087,-377.707628750112
"Number.774",0.220408645191932,-0.00642546083322059,0.0425380060800345,-369.331076031392
"Number.775",0.216396504191211,-0.00518032556431876,0.0412204478579075,-375.543674688825
"Number.776",0.22535938770845,-0.00632491158341459,0.0435240381514896,-364.772292218064
"Number.777",0.218676436363038,-0.00687961923742409,0.039847047359952,-383.300297054424
"Number.778",0.221203897189312,-0.00722134101076401,0.0426397264065672,-369.16429747225
"Number.779",0.228895927336232,-0.00649776810438699,0.0508633334594766,-330.033985013732
"Number.780",0.220287528109401,-0.00556925630096916,0.0417785427250114,-373.034121929074
"Number.781",0.22447815937234,-0.00861817618935703,0.0466839643041221,-349.121632284924
"Number.782",0.2201504074751,-0.00589810035814018,0.0433601795390788,-365.301373184502
